classifier,class,metric,ap_type,point,ci_low,ci_high,method,ci_method
PLM_Domains_TpsAnkhBase,IDS,ap,pooled_oof,0.9830038908262564,0.9671741657192234,0.992641663632173,bca,bca
PLM_Domains_TpsAnkhBase,IDS,roc_auc,pooled_oof,0.9997645529245044,0.9994860280565625,0.9999002729227129,bca,bca
PLM_Domains_TpsAnkhBase,Substrate_mAP,ap,pooled_oof,0.790328824631279,0.7237535431230415,0.8493393030275606,bca,bca
PLM_Domains_TpsAnkhBase,Substrate_mAP,roc_auc,pooled_oof,0.9851914930061964,0.9564183481414535,0.995678482527151,bca,bca
PLM_Domains_TpsAnkhBase,TPS,ap,pooled_oof,0.99958161804601,0.9988337151630945,0.99985164554206,bca,bca
PLM_Domains_TpsAnkhBase,TPS,roc_auc,pooled_oof,0.9999443666644423,0.9998577460059678,0.9999788158843593,bca,bca
PLM_Domains_TpsEsm1vSubseq,2xFPP,ap,pooled_oof,0.9127293057246617,0.5680760897737448,1.0,bca,bca
PLM_Domains_TpsEsm1vSubseq,2xFPP,roc_auc,pooled_oof,0.9998748522561357,0.999425812467051,1.0,bca,bca
PLM_Domains_TpsEsm1vSubseq,2xGGPP,ap,pooled_oof,0.8407608208652237,0.3992421333301942,1.0,bca,bca
PLM_Domains_TpsEsm1vSubseq,2xGGPP,roc_auc,pooled_oof,0.9996115378439833,0.998310401291309,0.9999664913373701,bca,bca
PLM_Domains_TpsEsm1vSubseq,CPP,ap,pooled_oof,0.6587529956643048,0.3828589213275237,0.8006057632403354,bca,bca
PLM_Domains_TpsEsm1vSubseq,CPP,roc_auc,pooled_oof,0.9938631733816206,0.984878240211906,0.997205049024733,bca,bca
PLM_Domains_TpsEsm1vSubseq,EDSQ,ap,pooled_oof,0.9980939189047842,0.9703932672666404,1.0000000000000002,bca,bca
PLM_Domains_TpsEsm1vSubseq,EDSQ,roc_auc,pooled_oof,0.9999848968150403,0.9999161199419897,1.0,bca,bca
PLM_Domains_TpsEsm1vSubseq,FPP,ap,pooled_oof,0.8489230191715772,0.7369995384978382,0.9111696366742703,bca,bca
